m,40000,8192,69778944,gpt2 d768 L8 H12 seq256 b8x4 vocab16000
t,54,8.65532,1.65e-05,2.44459,4949,1755,202.1
t,55,8.67016,1.68e-05,2.3764,3947,1754,206.0
t,56,8.64627,1.71e-05,2.40112,3909,1753,210.0
t,57,8.63682,1.74e-05,2.41673,3614,1753,213.6
t,58,8.62705,1.77e-05,2.34985,4044,1754,217.6
t,59,8.61859,1.8e-05,2.34144,3638,1755,221.3
t,60,8.62029,1.83e-05,2.28553,3725,1755,225.0
t,61,8.59512,1.86e-05,2.31518,3624,1755,228.6
t,62,8.56212,1.89e-05,2.36424,3602,1756,232.2
t,63,8.53737,1.92e-05,2.40797,4033,1756,236.2
t,64,8.51343,1.95e-05,2.37686,3794,1757,240.0
t,65,8.49635,1.98e-05,2.40518,3554,1758,243.6
t,66,8.48826,2.01e-05,2.34864,3835,1758,247.4
t,67,8.44489,2.04e-05,2.42718,3526,1759,251.0
t,68,8.44255,2.07e-05,2.3361,3512,1759,254.5
t,69,8.448,2.1e-05,2.3192,3471,1760,257.9
t,70,8.41961,2.13e-05,2.29966,3520,1760,261.5
t,71,8.40023,2.16e-05,2.31603,3567,1760,265.0
t,72,8.38156,2.19e-05,2.31994,3565,1761,268.6
t,73,8.33788,2.22e-05,2.36087,3492,1765,272.1
t,74,8.35385,2.25e-05,2.31135,3697,1765,275.8
t,75,8.33703,2.28e-05,2.25639,3764,1765,279.5
t,76,8.33556,2.31e-05,2.2383,3473,1766,283.0
t,77,8.28187,2.34e-05,2.33788,3527,1766,286.5
t,78,8.25539,2.37e-05,2.31177,3569,1767,290.1
t,79,8.23281,2.4e-05,2.33536,3615,1764,293.7
t,80,8.2222,2.43e-05,2.28979,3495,1768,297.2
t,81,8.22207,2.46e-05,2.20938,3577,1768,300.8
t,82,8.18835,2.49e-05,2.26605,3536,1769,304.3
t,83,8.14125,2.52e-05,2.31943,3565,1769,307.9
t,84,8.12812,2.55e-05,2.27679,3490,1770,311.4
t,85,8.06164,2.58e-05,2.41268,3634,1767,315.0
t,86,8.06307,2.61e-05,2.38512,3512,1768,318.5
t,87,8.12033,2.64e-05,2.14988,3505,1768,322.1
t,88,8.06018,2.67e-05,2.19754,3681,1757,325.7
t,89,8.04784,2.7e-05,2.26231,5459,1730,331.2
t,90,8.00348,2.73e-05,2.22628,3744,1728,334.9
t,91,7.99916,2.76e-05,2.21253,3515,1728,338.5
t,92,7.93389,2.79e-05,2.25478,3492,1729,341.9
t,93,7.93908,2.82e-05,2.20928,3520,1729,345.5
t,94,7.8891,2.85e-05,2.29615,3522,1730,349.0
t,95,7.86139,2.88e-05,2.25418,3520,1730,352.5
t,96,7.85044,2.91e-05,2.19491,5476,1730,358.0
t,97,7.84345,2.94e-05,2.20468,4252,1731,362.2
t,98,7.81827,2.97e-05,2.16785,3499,1732,365.7
t,99,7.84198,3e-05,2.10183,3466,1732,369.2
t,100,7.80377,3.03e-05,2.06611,3462,1733,372.7
t,101,7.7428,3.06e-05,2.19079,3529,1736,376.2
t,102,7.72716,3.09e-05,2.13776,3484,1737,379.7
t,103,7.705,3.12e-05,2.10676,3489,1737,383.2
t,104,7.70331,3.15e-05,2.10534,3488,1738,386.7
t,105,7.66361,3.18e-05,2.12204,3499,1738,390.2
t,106,7.70008,3.21e-05,1.95885,3758,1726,393.9
t,107,7.62379,3.24e-05,2.12054,3622,1739,397.5
t,108,7.62247,3.27e-05,2.03821,3632,1740,401.2
t,109,7.58907,3.3e-05,2.03737,3729,1740,404.9
t,110,7.63466,3.33e-05,1.92033,3899,1738,408.8
t,111,7.58045,3.36e-05,1.94046,4246,1738,413.1
t,112,7.4861,3.39e-05,2.06893,3684,1738,416.7
t,113,7.51225,3.42e-05,1.95675,3561,1739,420.3
t,114,7.51897,3.45e-05,1.92314,3522,1740,423.8
t,115,7.46231,3.48e-05,1.94313,3586,1740,427.4
t,116,7.48159,3.51e-05,1.90365,3590,1741,431.0
t,117,7.49439,3.54e-05,1.77559,3508,1742,434.5
t,118,7.37277,3.57e-05,1.93799,5824,1745,440.3
t,119,7.34313,3.6e-05,1.94847,4822,1749,445.2
t,120,7.34478,3.63e-05,1.88897,3668,1748,448.8
t,121,7.36188,3.66e-05,1.7912,3533,1749,452.4
t,122,7.33222,3.69e-05,1.84753,3518,1749,455.9
t,123,7.33163,3.72e-05,1.76524,3651,1744,459.5
t,124,7.24629,3.75e-05,1.84327,3479,1745,463.0
t,125,7.29298,3.78e-05,1.68457,3456,1745,466.5
t,126,7.243,3.81e-05,1.71368,3459,1746,469.9
t,127,7.28306,3.84e-05,1.65318,3454,1747,473.4
t,128,7.20496,3.87e-05,1.68527,3487,1747,476.9
t,129,7.20684,3.9e-05,1.62821,3466,1748,480.3
t,130,7.14506,3.93e-05,1.74766,3483,1748,483.8
t,131,7.16379,3.96e-05,1.64525,3455,1748,487.3
t,132,7.1906,3.99e-05,1.56284,3465,1749,490.7
t,133,7.19567,4.02e-05,1.54177,3501,1749,494.2
t,134,7.12115,4.05e-05,1.59001,3487,1750,497.7
t,135,7.09615,4.08e-05,1.58736,3445,1750,501.2
t,136,7.1409,4.11e-05,1.51133,3455,1751,504.6
t,137,7.09282,4.14e-05,1.451,3852,1751,508.5
t,138,7.04303,4.17e-05,1.49218,5813,1723,514.3
t,139,7.0327,4.2e-05,1.48636,4008,1755,518.3
t,140,6.99943,4.23e-05,1.56851,3709,1756,522.0
t,141,6.99125,4.26e-05,1.49472,3605,1754,525.6
t,142,6.98094,4.29e-05,1.42695,3484,1754,529.1
t,143,7.01243,4.32e-05,1.33531,3471,1755,532.6
t,144,6.96335,4.35e-05,1.38365,3553,1755,536.1
t,145,7.01689,4.38e-05,1.29775,5558,1757,541.7
t,146,6.92864,4.41e-05,1.30374,3515,1758,545.2
t,147,6.91556,4.44e-05,1.28236,3487,1758,548.7
t,148,6.89939,4.47e-05,1.27224,3561,1759,552.2
t,149,6.96183,4.5e-05,1.16585,3588,1759,555.8
t,150,6.88154,4.53e-05,1.22147,3507,1760,559.3
t,151,6.85273,4.56e-05,1.2281,3535,1760,562.9
t,152,6.92296,4.59e-05,1.17066,3573,1760,566.5
t,153,6.83774,4.62e-05,1.2446,3516,1760,570.0
t,154,6.86034,4.65e-05,1.16182,3431,1760,573.4
t,155,6.8385,4.68e-05,1.02945,3425,1761,576.8
t,156,6.85187,4.71e-05,1.02608,3448,1761,580.3
t,157,6.86024,4.74e-05,1.01469,3414,1762,583.7
t,158,6.87976,4.77e-05,0.973879,3442,1762,587.1
t,159,6.8207,4.8e-05,1.03806,3457,1762,590.6
t,160,6.82392,4.83e-05,0.965927,3481,1763,594.1
t,161,6.82926,4.86e-05,0.973408,3420,1763,597.5
t,162,6.80159,4.89e-05,0.876966,3452,1764,600.9
t,163,6.81939,4.92e-05,0.871504,3441,1764,604.4
t,164,6.76851,4.95e-05,0.935073,3488,1765,607.9
t,165,6.73556,4.98e-05,0.913777,3484,1765,611.4
t,166,6.8309,5.01e-05,0.895372,3428,1766,614.8
t,167,6.81968,5.04e-05,0.815129,3418,1766,618.2
t,168,6.70266,5.07e-05,0.837408,3486,1767,621.7
t,169,6.78596,5.1e-05,0.765718,3481,1767,625.2
t,170,6.78299,5.13e-05,0.70709,4354,1663,629.5
t,171,6.7421,5.16e-05,0.708171,5034,1729,634.6
t,172,6.79811,5.19e-05,0.680015,3495,1730,638.1
t,173,6.74548,5.22e-05,0.699146,3454,1730,641.5
t,174,6.74495,5.25e-05,0.653784,3493,1731,645.0
t,175,6.77516,5.28e-05,0.630084,3646,1732,648.6
t,176,6.72221,5.31e-05,0.60386,3541,1732,652.2
t,177,6.65202,5.34e-05,0.706153,3594,1733,655.8
t,178,6.71516,5.37e-05,0.698951,3515,1733,659.3
t,179,6.76805,5.4e-05,0.595543,3440,1734,662.7
t,180,6.70164,5.43e-05,0.623687,3492,1734,666.2
t,181,6.72595,5.46e-05,0.573804,3572,1735,669.8
t,182,6.70879,5.49e-05,0.614284,3524,1735,673.3
t,183,6.7414,5.52e-05,0.62284,3503,1736,676.8
t,184,6.62211,5.55e-05,0.593934,3567,1736,680.4
t,185,6.78229,5.58e-05,0.546321,3551,1737,684.0
t,186,6.6673,5.61e-05,0.512701,3544,1737,687.5
t,187,6.65798,5.64e-05,0.585377,3449,1738,690.9
t,188,6.68644,5.67e-05,0.478642,3461,1738,694.4
t,189,6.77969,5.7e-05,0.476222,3423,1739,697.8
t,190,6.64396,5.73e-05,0.518848,3425,1739,701.3
t,191,6.72613,5.76e-05,0.586069,3419,1740,704.7
t,192,6.6699,5.79e-05,0.591456,3579,1740,708.3
t,193,6.63663,5.82e-05,0.522625,4618,1739,712.9
t,194,6.6502,5.85e-05,0.594865,3396,1739,716.3
t,195,6.64862,5.88e-05,0.495117,3388,1740,719.7
t,196,6.68721,5.91e-05,0.450696,3391,1740,723.1
t,197,6.59623,5.94e-05,0.520162,3423,1741,726.5
t,198,6.65022,5.97e-05,0.462439,3401,1741,729.9
t,199,6.6736,6e-05,0.496576,4277,1742,734.2
t,200,6.60324,6.03e-05,0.46057,3698,1742,737.9
t,201,6.64693,6.06e-05,0.448999,3724,1742,741.6
t,202,6.63,6.09e-05,0.521863,3478,1743,745.1
t,203,6.6844,6.12e-05,0.534519,3526,1743,748.6
t,204,6.65018,6.15e-05,0.410793,3456,1744,752.0
t,205,6.69318,6.18e-05,0.393611,3502,1744,755.5
t,206,6.57406,6.21e-05,0.458261,3471,1745,759.0
t,207,6.73558,6.24e-05,0.419989,3421,1745,762.4
t,208,6.67694,6.27e-05,0.458776,3496,1746,765.9
t,209,6.62626,6.3e-05,0.397172,3492,1746,769.4
t,210,6.65723,6.33e-05,0.444774,3465,1747,772.9
t,211,6.6319,6.36e-05,0.469579,3475,1747,776.4
t,212,6.61901,6.39e-05,0.401796,3477,1748,779.8
t,213,6.7093,6.42e-05,0.381283,3850,1748,783.7
t,214,6.63602,6.45e-05,0.446871,3432,1748,787.1
t,215,6.67975,6.48e-05,0.437846,3481,1749,790.6
t,216,6.63348,6.51e-05,0.431656,3506,1749,794.1
t,217,6.69046,6.54e-05,0.432154,3422,1750,797.5
t,218,6.71566,6.57e-05,0.410834,3414,1750,801.0
t,219,6.66284,6.6e-05,0.432063,3411,1751,804.4
t,220,6.65366,6.63e-05,0.53715,3489,1751,807.9
t,221,6.62461,6.66e-05,0.406428,3768,1752,811.6
t,222,6.64185,6.69e-05,0.612206,3770,1752,815.4
t,223,6.67278,6.72e-05,0.418302,3823,1752,819.2
t,224,6.60747,6.75e-05,0.499849,4999,1755,824.2
t,225,6.59369,6.78e-05,0.472602,4926,1756,829.1
t,226,6.63188,6.81e-05,0.753204,3510,1756,832.7
t,227,6.67875,6.84e-05,0.476732,3484,1757,836.1
t,228,6.67131,6.87e-05,0.553382,3466,1757,839.6
t,229,6.63429,6.9e-05,0.765149,3469,1758,843.1
t,230,6.61003,6.93e-05,0.517318,3500,1758,846.6
t,231,6.57032,6.96e-05,0.467616,3435,1759,850.0
t,232,6.63719,6.99e-05,0.727178,3453,1759,853.5
t,233,6.59558,7.02e-05,0.619754,3635,1760,857.1
t,234,6.66475,7.05e-05,0.70038,3680,1757,860.8
t,235,6.55529,7.08e-05,0.640211,3405,1758,864.2
t,236,6.67556,7.11e-05,0.436338,3403,1758,867.6
t,237,6.68741,7.14e-05,0.722059,3429,1759,871.0
t,238,6.63938,7.17e-05,0.503692,3461,1759,874.5
t,239,6.58478,7.2e-05,0.804202,3430,1760,877.9
t,240,6.6517,7.23e-05,0.71718,3414,1760,881.3
t,241,6.63896,7.26e-05,0.572491,3432,1761,884.8
t,242,6.59172,7.29e-05,0.549202,3482,1761,888.2
t,243,6.5521,7.32e-05,0.512795,3431,1762,891.7
t,244,6.52025,7.35e-05,0.647342,3437,1762,895.1
t,245,6.63603,7.38e-05,0.502801,3452,1763,898.6
t,246,6.48763,7.41e-05,0.562851,3454,1763,902.0
t,247,6.5668,7.44e-05,0.489828,3463,1764,905.5
t,248,6.53436,7.47e-05,0.580986,3448,1764,908.9
t,249,6.56927,7.5e-05,0.682295,3596,1765,912.5
t,250,6.52428,7.53e-05,0.685471,3503,1765,916.0
t,251,6.45623,7.56e-05,0.625266,3489,1766,919.5
t,252,6.52152,7.59e-05,0.573748,3434,1766,923.0
t,253,6.59838,7.62e-05,0.558953,3559,1767,926.5
t,254,6.52357,7.65e-05,0.643566,4673,1770,931.2
t,255,6.57804,7.68e-05,0.600843,5662,1771,936.8
t,256,6.47166,7.71e-05,0.628844,3752,1771,940.6
t,257,6.53351,7.74e-05,0.93049,3576,1772,944.2
t,258,6.50388,7.77e-05,0.684591,3756,1772,947.9
t,259,6.44669,7.8e-05,0.666575,3696,1773,951.6
t,260,6.52644,7.83e-05,0.732758,3508,1773,955.1
t,261,6.53163,7.86e-05,0.744046,4265,1761,959.4
t,262,6.36565,7.89e-05,0.773086,3652,1774,963.1
t,263,6.46583,7.92e-05,0.740839,3488,1775,966.5
t,264,6.48404,7.95e-05,0.938679,3493,1775,970.0
t,265,6.49064,7.98e-05,0.818119,3744,1773,973.8
t,266,6.41631,8.01e-05,0.881891,4357,1732,978.1
t,267,6.42222,8.04e-05,0.753045,3894,1732,982.0
t,268,6.40177,8.07e-05,0.965709,3542,1732,985.6
t,269,6.4629,8.1e-05,0.717705,3443,1733,989.0
t,270,6.42776,8.13e-05,0.820232,3479,1733,992.5
t,271,6.44068,8.16e-05,0.870894,4023,1687,996.5
t,272,6.34713,8.19e-05,0.666319,3693,1735,1000.2
t,273,6.35814,8.22e-05,0.873433,3743,1735,1004.0
t,274,6.31279,8.25e-05,0.731193,3709,1736,1007.7
t,275,6.37383,8.28e-05,0.713028,3550,1736,1011.2
t,276,6.41053,8.31e-05,0.739236,3517,1737,1014.7
t,277,6.31004,8.34e-05,0.732413,3495,1738,1018.2
t,278,6.26708,8.37e-05,0.757404,3500,1738,1021.7
t,279,6.21547,8.4e-05,0.832271,3534,1739,1025.3
t,280,6.40051,8.43e-05,0.738077,4388,1736,1029.7
t,281,6.22134,8.46e-05,0.871786,4592,1711,1034.3
t,282,6.19404,8.49e-05,0.776148,3626,1737,1037.9
t,283,6.30256,8.52e-05,0.682825,3557,1737,1041.4
t,284,6.23805,8.55e-05,0.748854,3461,1738,1044.9
t,285,6.11785,8.58e-05,0.708001,3439,1738,1048.3
t,286,6.22697,8.61e-05,0.750829,3489,1739,1051.8
t,287,6.24995,8.64e-05,0.685033,3445,1740,1055.3
t,288,6.26037,8.67e-05,0.690285,3418,1740,1058.7
t,289,6.1959,8.7e-05,0.833172,3468,1741,1062.2
t,290,6.12857,8.73e-05,0.729179,3471,1741,1065.6
t,291,6.21204,8.76e-05,0.710775,3488,1742,1069.1
t,292,6.19586,8.79e-05,0.740099,3476,1743,1072.6
t,293,6.18795,8.82e-05,0.714805,3496,1743,1076.1
t,294,6.1539,8.85e-05,0.74802,3457,1744,1079.5
t,295,6.12738,8.88e-05,0.72667,3459,1744,1083.0
t,296,6.14211,8.91e-05,0.830546,3494,1745,1086.5
t,297,6.13691,8.94e-05,0.690998,3483,1745,1090.0
t,298,6.0818,8.97e-05,0.774018,3429,1746,1093.4
t,299,6.10586,9e-05,0.718072,3440,1746,1096.9
t,300,6.13738,9.03e-05,0.880345,3434,1747,1100.3
t,301,6.00066,9.06e-05,0.722343,3419,1747,1103.7
t,302,6.03482,9.09e-05,0.828284,3424,1748,1107.1
t,303,6.09027,9.12e-05,0.706212,3450,1750,1110.6
t,304,5.94516,9.15e-05,1.25795,3443,1751,1114.0
t,305,5.96101,9.18e-05,0.882546,3444,1752,1117.5
t,306,6.02896,9.21e-05,0.981574,3436,1752,1120.9
t,307,5.98734,9.24e-05,0.822887,3444,1753,1124.4
t,308,5.98225,9.27e-05,1.03166,3462,1753,1127.8
t,309,5.98679,9.3e-05,0.815823,3450,1754,1131.3
t,310,5.94861,9.33e-05,0.878276,3449,1754,1134.7
t,311,6.09498,9.36e-05,0.858244,3439,1755,1138.2
t,312,5.88006,9.39e-05,0.784689,3525,1755,1141.7
t,313,5.95943,9.42e-05,0.824731,3538,1756,1145.2
t,314,5.88157,9.45e-05,0.82027,3561,1756,1148.8
t,315,5.92237,9.48e-05,0.854799,3533,1757,1152.3
t,316,5.88357,9.51e-05,0.892512,3563,1757,1155.9
t,317,5.92955,9.54e-05,0.811366,3518,1758,1159.4
t,318,5.90145,9.57e-05,0.865006,3526,1758,1162.9
t,319,5.88047,9.6e-05,1.12959,3565,1759,1166.5
t,320,5.89132,9.63e-05,1.06449,3581,1759,1170.1
t,321,5.8427,9.66e-05,0.821835,3526,1760,1173.6
t,322,5.80813,9.69e-05,1.2851,3508,1760,1177.1
t,323,5.75617,9.72e-05,0.85811,3472,1761,1180.6
t,324,5.77856,9.75e-05,0.94034,3448,1761,1184.0
t,325,5.72172,9.78e-05,0.750804,3438,1762,1187.5
t,326,5.73113,9.81e-05,1.03577,3427,1762,1190.9
t,327,5.79868,9.84e-05,0.874624,3453,1763,1194.3
t,328,5.64155,9.87e-05,0.879844,3463,1763,1197.8
t,329,5.71297,9.9e-05,0.771976,3437,1764,1201.3
t,330,5.65405,9.93e-05,1.08853,3478,1764,1204.7
t,331,5.66282,9.96e-05,0.92144,3423,1765,1208.2
t,332,5.70601,9.99e-05,0.896247,3433,1765,1211.6
t,333,5.7872,0.0001002,0.975057,3461,1766,1215.0
t,334,5.60591,0.0001005,0.928995,3465,1766,1218.5
t,335,5.7082,0.0001008,0.861256,3455,1767,1222.0
t,336,5.66273,0.0001011,0.989296,3454,1767,1225.4
t,337,5.60515,0.0001014,0.977836,3449,1768,1228.9
t,338,5.55077,0.0001017,0.849754,3436,1768,1232.3
t,339,5.64073,0.000102,0.913234,3455,1769,1235.8
t,340,5.7045,0.0001023,0.943588,3465,1769,1239.2
t,341,5.61145,0.0001026,1.03376,3576,1767,1242.8
t,342,5.62009,0.0001029,0.81205,3455,1767,1246.3
t,343,5.55667,0.0001032,0.910342,3430,1768,1249.7
t,344,5.7066,0.0001035,0.852159,3445,1768,1253.1
t,345,5.50268,0.0001038,0.874735,3453,1769,1256.6
t,346,5.48622,0.0001041,0.892327,3459,1769,1260.1
t,347,5.60003,0.0001044,0.902996,3444,1770,1263.5
t,348,5.51749,0.0001047,1.03304,3455,1770,1267.0
t,349,5.5089,0.000105,0.946003,3446,1771,1270.4
t,350,5.5103,0.0001053,1.05542,3677,1771,1274.1
t,351,5.5765,0.0001056,1.01583,4471,1698,1278.5
t,352,5.56701,0.0001059,1.15739,3838,1735,1282.4
t,353,5.32943,0.0001062,0.963132,3545,1735,1285.9
t,354,5.38361,0.0001065,0.876232,3540,1736,1289.5
t,355,5.37183,0.0001068,0.930799,3548,1736,1293.0
t,356,5.60216,0.0001071,0.868066,3482,1737,1296.5
t,357,5.34704,0.0001074,1.07531,3449,1737,1300.0
t,358,5.35824,0.0001077,0.850558,3503,1738,1303.5
t,359,5.48187,0.000108,0.911421,3507,1739,1307.0
t,360,5.49951,0.0001083,0.821138,3538,1739,1310.5
t,361,5.36366,0.0001086,0.91893,3461,1740,1314.0
t,362,5.52431,0.0001089,0.830433,3430,1740,1317.4
t,363,5.34182,0.0001092,0.830548,3442,1741,1320.8
t,364,5.32387,0.0001095,0.797118,3447,1741,1324.3
t,365,5.55026,0.0001098,0.942975,3438,1742,1327.7
t,366,5.33884,0.0001101,0.87366,3515,1742,1331.2
t,367,5.39066,0.0001104,0.940841,3634,1743,1334.9
t,368,5.35174,0.0001107,0.963363,3530,1743,1338.4
t,369,5.38314,0.000111,0.948061,3528,1744,1341.9
t,370,5.44604,0.0001113,0.886269,3524,1744,1345.5
t,371,5.41945,0.0001116,0.959605,3486,1745,1348.9
t,372,5.42446,0.0001119,0.874795,3503,1745,1352.5
t,373,5.41371,0.0001122,0.930839,3749,1746,1356.2
t,374,5.22066,0.0001125,0.917895,3953,1744,1360.2
t,375,5.29503,0.0001128,0.922399,3510,1745,1363.7
t,376,5.27692,0.0001131,0.940308,3498,1745,1367.2
t,377,5.34898,0.0001134,0.986808,3522,1746,1370.7
t,378,5.36425,0.0001137,0.932785,3625,1746,1374.3
t,379,5.29543,0.000114,1.0456,3567,1747,1377.9
t,380,5.28403,0.0001143,0.88109,3596,1751,1381.5
t,381,5.32422,0.0001146,1.03019,3576,1752,1385.1
t,382,5.15079,0.0001149,1.02586,3558,1752,1388.6
t,383,5.30377,0.0001152,0.983629,3535,1753,1392.1
t,384,5.12313,0.0001155,1.00325,3658,1753,1395.8
t,385,5.2286,0.0001158,0.959782,3727,1754,1399.5
t,386,5.36964,0.0001161,0.983483,4325,1751,1403.9
t,387,5.12887,0.0001164,1.09412,4424,1752,1408.3
t,388,5.18707,0.0001167,1.05308,3481,1753,1411.8
t,389,5.18823,0.000117,0.920881,3540,1753,1415.3
t,390,5.28771,0.0001173,1.11408,3640,1754,1418.9
t,391,5.21718,0.0001176,0.879869,4151,1754,1423.1
t,392,5.31899,0.0001179,1.00042,3570,1755,1426.7
t,393,5.3039,0.0001182,0.95211,3543,1755,1430.2
t,394,5.29835,0.0001185,0.911309,3664,1754,1433.9
t,395,5.1542,0.0001188,1.0195,3539,1753,1437.4
t,396,5.20432,0.0001191,1.0013,3577,1753,1441.0
t,397,5.15938,0.0001194,0.937177,3510,1758,1444.5
t,398,5.1695,0.0001197,1.04806,3556,1758,1448.1
t,399,5.15058,0.00012,0.875547,3570,1759,1451.6
t,400,5.23348,0.0001203,0.983938,3582,1755,1455.2
t,401,5.24221,0.0001206,0.934949,3583,1756,1458.8
t,402,5.2055,0.0001209,0.973219,3752,1757,1462.5
t,403,4.99365,0.0001212,0.964021,4169,1758,1466.7
t,404,5.19022,0.0001215,0.846447,3597,1759,1470.3
t,405,5.0475,0.0001218,0.981869,3524,1759,1473.8
t,406,5.25495,0.0001221,0.884216,3492,1760,1477.3
t,407,5.16442,0.0001224,0.983613,3589,1760,1480.9
t,408,5.23716,0.0001227,0.875664,3974,1761,1484.9
t,409,5.14202,0.000123,1.03953,3647,1761,1488.5
t,410,5.10163,0.0001233,0.904702,3585,1762,1492.1
t,411,5.01658,0.0001236,0.908301,3612,1762,1495.7
t,412,5.08928,0.0001239,0.981927,3607,1763,1499.3
t,413,4.99648,0.0001242,0.844404,3853,1757,1503.2
t,414,5.20742,0.0001245,1.01708,3980,1763,1507.2
t,415,5.09738,0.0001248,1.01096,3511,1764,1510.7
t,416,5.11241,0.0001251,1.03016,3859,1764,1514.6
t,417,5.04139,0.0001254,0.811742,3465,1765,1518.0
t,418,5.21201,0.0001257,0.956844,3695,1764,1521.7
t,419,5.189,0.000126,0.936337,3426,1765,1525.1
t,420,5.0967,0.0001263,0.928882,3425,1765,1528.6
t,421,5.17945,0.0001266,0.85805,3734,1766,1532.3
t,422,5.06564,0.0001269,0.956102,3536,1767,1535.8
t,423,5.0767,0.0001272,0.935356,3504,1768,1539.3
t,424,5.02894,0.0001275,0.870245,3520,1768,1542.9
t,425,5.03982,0.0001278,0.836606,3983,1769,1546.8
t,426,5.01935,0.0001281,0.830767,3728,1769,1550.6
t,427,5.2393,0.0001284,0.91909,3590,1772,1554.2
t,428,5.07406,0.0001287,0.968365,3749,1767,1557.9
t,429,4.99367,0.000129,0.928993,3521,1773,1561.4
t,430,5.08991,0.0001293,0.825844,3615,1774,1565.1
t,431,5.08227,0.0001296,0.86347,3595,1774,1568.7
t,432,4.93406,0.0001299,0.946311,3667,1775,1572.3
t,433,5.07524,0.0001302,0.81459,3487,1775,1575.8
t,434,5.00459,0.0001305,0.890094,3743,1776,1579.6
t,435,5.06385,0.0001308,0.834465,4267,1731,1583.8
t,436,5.00818,0.0001311,0.840661,3798,1731,1587.6
t,437,5.04697,0.0001314,0.896323,3744,1728,1591.4
t,438,5.00698,0.0001317,0.868844,3633,1730,1595.0
t,439,5.03698,0.000132,0.927701,3557,1730,1598.6
t,440,5.03741,0.0001323,0.879197,3599,1731,1602.2
t,441,4.97527,0.0001326,0.842907,3476,1731,1605.6
t,442,5.00807,0.0001329,0.896545,3521,1732,1609.1
t,443,4.99962,0.0001332,0.938933,3448,1732,1612.6
t,444,4.95059,0.0001335,0.953938,3447,1733,1616.0
t,445,4.94573,0.0001338,0.937796,3484,1733,1619.5
t,446,4.94767,0.0001341,0.964468,3656,1734,1623.2
t,447,4.98803,0.0001344,0.998843,3436,1734,1626.6
